BillNum,ShortTitle,HouseSponsor,HouseAddSponsor,HouseCoSponsor,SenateSponsor,SenateAddSponsor,Textbox16
HB22-1082,Establish Fair Housing Unit Dept Of Law,"Hooton, Bacon",,"Benavidez, Bernett, Bird, Boesenecker, Cutter, Daugherty, Duran, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Snyder, Sullivan, Titone, Valdez A., Valdez D., Weissman, Woodrow, Garnett, Amabile",Gonzales,,"Buckner, Fields, Jaquez Lewis, Lee, Moreno, Story, Winter"
HB22-1083,Colorado Homeless Contribution Income Tax Credit,"Tipper, Rich",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Mullica, Ricks, Sirota, Soper, Sullivan, Titone, Valdez A., Valdez D., Woodrow, Garnett, Daugherty","Winter, Simpson",,"Bridges, Danielson, Donovan, Hansen, Hisey, Jaquez Lewis, Kolker, Moreno, Story, Woodward"
HB22-1084,Ineligible Jurors Voter Registration,Pico,"Carver, Geitner, Luck",,Hisey,,
HB22-1085,Paper Ballot Fraud Countermeasures,Hanks,,,,,
HB22-1086,The Vote Without Fear Act,"Sullivan, Bacon",,"Amabile, Benavidez, Bernett, Boesenecker, Caraveo, Duran, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCormick, Michaelson Jenet, Ricks, Sirota, Snyder, Titone, Valdez A., Weissman, Woodrow, Garnett","Fields, Jaquez Lewis",,"Buckner, Coleman, Danielson, Gonzales, Hansen, Kolker, Lee, Moreno, Pettersen, Story, Winter, Fenberg"
HB22-1087,Special District Director Retirement Benefits,"Hooton, Pico",,"Bernett, Esgar, Gray","Story, Liston",,
HB22-1088,Peace Officer Status For Certain DOR Employees,"Valdez D., Will",,Hooton,"Liston, Lee",,"Cooke, Holbert"
HB22-1089,Rideshares & Uninsured Motorist Insurance Coverage,Woodrow,,"Bacon, Benavidez, Bernett, Boesenecker, Duran, Gonzales-Gutierrez, Kipp, Lindsay, Sirota, Sullivan, Titone, Amabile, Lontine, Ricks",Winter,,"Danielson, Hinrichsen, Jaquez Lewis, Pettersen, Priola, Story"
HB22-1090,Reasonable Independence For Children,"Ransom, Young",,"Amabile, Bernett, Bird, Carver, Catlin, Cutter, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Herod, Hooton, Kipp, Lindsay, Luck, McCormick, McKean, McLachlan, Pelton, Pico, Rich, Sirota, Titone, Van Beber, Van Winkle, Williams","Buckner, Smallwood",,"Bridges, Coleman, Cooke, Gardner, Ginal, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Priola, Rankin, Scott, Simpson, Sonnenberg, Woodward"
HB22-1091,Online Availability Of Judicial Opinions,"Soper, Weissman",Tipper,"Bernett, Bird, Exum, Herod, Holtorf, Hooton, Jodeh, Lindsay, McCluskie, McLachlan, Michaelson Jenet, Mullica, Roberts, Titone","Gardner, Bridges",,"Buckner, Donovan, Fields, Gonzales, Hansen, Holbert, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Smallwood, Story, Winter, Woodward, Fenberg"
HB22-1092,Loans From Irrigation Districts To Landowners,"Soper, Roberts",,"Boesenecker, Duran, Hooton, Jodeh, Kennedy, Lontine, Lynch, McCluskie, McCormick, McLachlan, Ricks, Titone, Valdez D., Bernett, Catlin, Cutter, Esgar, Gray, Holtorf, Lindsay, Pelton, Will","Bridges, Coram",,"Donovan, Lee, Simpson, Sonnenberg"
HB22-1093,Updates To Bingo & Raffles Law,"McCormick, Will",Ortiz,"Benavidez, Bernett, Cutter, Gray, Hooton, Lindsay, Lontine, Lynch, Pico, Titone, Valdez D., Catlin, Exum","Smallwood, Zenzinger",,"Jaquez Lewis, Liston, Simpson"
HB22-1094,Medicaid Assistance For Survivors Of Torture,"Titone, Ricks",,,Fields,,
HB22-1095,Physician Assistant Collaboration Requirements,"Lontine, Will",,,"Winter, Simpson",,
HB22-1096,Bill Drafting Transparency,Luck,"Pelton, Rich, Williams",,,,
HB22-1097,Dissolution Of Special Districts,Valdez D.,,"Gray, Lindsay, Sandridge, Van Winkle",Simpson,,"Kolker, Rankin"
HB22-1098,DORA Barriers To Practice Regulated Professions,"Bird, Bacon",,"Amabile, Benavidez, Boesenecker, Esgar, Exum, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, Roberts, Sirota, Snyder, Titone, Weissman, Woodrow","Liston, Coleman",,"Bridges, Buckner, Donovan, Gonzales, Hansen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Fenberg"
HB22-1099,Online Marketplaces & Third-party Sellers,"Carver, Roberts",,"Amabile, Bird, Cutter, Exum, Froelich, Gray, Jodeh, Lindsay, McCluskie, McCormick, McLachlan, Michaelson Jenet, Sandridge, Sullivan, Titone, Valdez A., Van Winkle, Weissman","Woodward, Zenzinger",,"Ginal, Kolker, Fenberg"
HB22-1100,Prohibit Discrimination COVID-19 Vaccine Status,"Ransom, Sandridge","Hanks, Luck, Van Winkle, Williams",,,,
HB22-1101,PERA Service Retiree Employment In Rural Schools,"McLachlan, Catlin","Boesenecker, Valdez D.","Bernett, Bird, Bockenfeld, Cutter, Esgar, Exum, Froelich, Hooton, Jodeh, Kipp, Lindsay, McCluskie, McCormick, Michaelson Jenet, Ricks, Roberts, Snyder, Titone, Will, Young","Sonnenberg, Zenzinger",,"Buckner, Donovan, Fields, Ginal, Hinrichsen, Kolker, Moreno, Pettersen, Simpson, Winter, Fenberg"
HB22-1102,Veterans & Military Status In Fair Housing,"Ortiz, Sullivan",,"Bacon, Benavidez, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Froelich, Herod, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Ricks, Roberts, Snyder, Titone, Valdez A., Valdez D., Weissman, Woodrow, Young, Garnett, Bernett, Gonzales-Gutierr","Gardner, Hinrichsen",,"Bridges, Buckner, Cooke, Coram, Danielson, Donovan, Ginal, Gonzales, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Lee, Liston, Lundeen, Moreno, Priola, Rankin, Rodriguez, Scott, Simpson, Sonnenberg, Story, Winter, Woodward, Zenzinger, Fenberg"
HB22-1103,Delta Sigma Theta Special License Plate,"Exum, Ricks",,"Bird, Herod, Hooton, Lindsay, Titone, Weissman","Coram, Fields",,"Buckner, Coleman, Gonzales, Story, Zenzinger, Fenberg"
HB22-1104,Powerline Trails,Boesenecker,,"Benavidez, Bernett, Bird, Cutter, Duran, Exum, Froelich, Gray, Hooton, Jodeh, Kennedy, Kipp, Lontine, Ricks, Titone, Woodrow, Lindsay","Priola, Bridges",,"Ginal, Lee, Moreno, Winter"
HB22-1105,Deadly Force Against Intruder At A Business,Sandridge,"Hanks, Neville, Ransom, Van Winkle, Williams",,,,
HB22-1106,Concealed Handguns On School Grounds,Neville,,,,,
HB22-1107,Inclusive Higher Education Opportunities,"Young, Bradfield",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Carver, Cutter, Duran, Exum, Froelich, Geitner, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Titone, Valdez A., Valdez D., Garnett, Esgar, Herod, Kipp","Cooke, Bridges",,"Buckner, Gardner, Hansen, Hinrichsen, Kolker, Lee, Moreno, Pettersen, Rankin, Smallwood, Winter, Woodward, Zenzinger"
HB22-1108,Include Vendor Name In Web-based Info System,"Rich, Amabile","Bradfield, McKean, Pelton, Pico, Van Winkle","Bernett, Exum, Lindsay, Roberts, Soper, Titone",Scott,,"Cooke, Hisey, Holbert, Kirkmeyer, Lundeen, Smallwood, Sonnenberg, Woodward"
HB22-1109,On-demand Air Carrier Aircraft Sales Tax Exemption,"Woog, Bird",,,"Liston, Kolker",,
HB22-1110,Board Of Education Executive Session,"Boesenecker, Bradfield",,"Bacon, Bird, Cutter, Duran, Gray, Hooton, Jodeh, Kipp, Titone, Bernett, Lindsay",Story,,"Gonzales, Hansen, Kolker, Rodriguez"
HB22-1111,Insurance Coverage For Loss Declared Fire Disaster,Amabile,,"Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kipp, Lindsay, Lontine, Lynch, McCluskie, McCormick, McLachlan, Roberts, Sirota, Snyder, Titone, Valdez A., Valdez D., Weissman, Young, Garnett, Bacon, Daughe","Rankin, Fenberg",,"Bridges, Buckner, Coleman, Coram, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Simpson, Sonnenberg, Story, Winter, Woodward, Zenzinger"
HB22-1112,Workers Compensation Injury Notices,Daugherty,,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Michaelson Jenet, Mullica, Ricks, Sirota, Sullivan, Titone, Weissman, Woodrow",Gonzales,,"Buckner, Jaquez Lewis, Lee, Moreno, Rodriguez, Winter"
HB22-1113,Appeal Procedures Dependency & Neglect Cases,"Van Beber, Kipp",,"Boesenecker, Duran, Exum, Jodeh, Lindsay, Rich, Valdez D.","Kirkmeyer, Ginal",,"Bridges, Buckner, Cooke, Fields, Gonzales, Hansen, Hinrichsen, Kolker, Liston, Lundeen, Moreno, Priola, Rankin, Scott, Simpson, Smallwood, Winter, Woodward, Zenzinger, Fenberg"
HB22-1114,Transp Services For Medicaid Waiver Recipients,"Larson, Valdez A.",,"Bernett, Bird, Boesenecker, Carver, Exum, Herod, Hooton, Jodeh, Lindsay, McCluskie, Michaelson Jenet, Mullica, Ricks, Titone, Woodrow, Young","Zenzinger, Kirkmeyer",,"Bridges, Buckner, Coram, Donovan, Ginal, Gonzales, Hisey, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Sonnenberg, Winter, Woodward"
HB22-1115,Prescription Drug Monitoring Program,"Kipp, Soper",,"Bernett, Bockenfeld, Boesenecker, Duran, Hooton, Jodeh, Lindsay, McCormick, Michaelson Jenet, Ricks, Sirota, Cutter, McCluskie","Pettersen, Jaquez Lewis",,"Story, Winter"
HB22-1116,Plant-based Medicines,Valdez A.,Hooton,,Ginal,,
HB22-1117,Use Of Local Lodging Tax Revenue,"Roberts, Catlin",,"Bird, Boesenecker, Exum, Froelich, Gray, Hooton, Kipp, Lindsay, McCluskie, Michaelson Jenet, Ricks, Snyder, Titone, Valdez D.","Coram, Donovan",,"Bridges, Buckner, Gonzales, Hansen, Hinrichsen, Kolker, Lee, Moreno, Rankin, Winter"
HB22-1118,Sales & Use Tax Refunds,Daugherty,,"Benavidez, Bird, Cutter, Gonzales-Gutierrez, Jodeh, Kipp, Lindsay, Ricks, Titone, Valdez A., Woodrow",Kolker,,
HB22-1119,Colorado False Claims Act,"Gray, Weissman",,"Bird, Exum, Herod, Hooton, Jodeh, Lindsay, Ricks, Valdez A.",Winter,,"Buckner, Gonzales, Lee"
HB22-1120,School Security Disbursement Program Recreation,"Van Winkle, Neville",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Caraveo, Carver, Catlin, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, Lynch, McCluskie, McCormick, McLachlan, Mullica, Ortiz, Pelton, Ransom, Rich, Ricks","Woodward, Bridges",,"Cooke, Coram, Ginal, Hansen, Hisey, Holbert, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Zenzinger, Fenberg"
HB22-1121,Supporting Local Media,Cutter,,,,,
HB22-1122,Pharmacy Benefit Manager Prohibited Practices,"Will, Lindsay",Lontine,"Bernett, Esgar, Jodeh, Kipp, Ricks, Weissman, Daugherty, Hooton",Jaquez Lewis,,Moreno
HB22-1123,Standard Deduction Adjustment,Geitner,,,,,
HB22-1124,Tax Credit For Recycling An Old Vehicle,Pelton,,,Rankin,,
HB22-1125,Income Tax Rate Reduction,Rich,"Carver, Luck, McKean, Pelton, Pico, Ransom, Van Winkle, Will",,Sonnenberg,Woodward,
HB22-1126,Eligible Educator Classroom Expenses Tax Credit,Rich,"Luck, McKean, Pelton, Van Winkle",,Cooke,Woodward,
HB22-1127,Income Tax Deduction For Rent,Woog,,,,,
HB22-1128,Prior Review Of Agency Rules That Burden Industry,Pico,Luck,,,Lundeen,
HB22-1129,General Fund Surplus Rebates To Taxpayers,Pelton,"Baisley, Bockenfeld, Bradfield, Hanks, Holtorf, Luck, Lynch, Ransom, Rich, Sandridge, Will",,Sonnenberg,,
HB22-1130,Exception To Employer Sick Leave Requirement,Bockenfeld,,,,,
HB22-1131,Reduce Justice-involvement For Young Children,"Gonzales-Gutierrez, Bacon","Jodeh, Sirota, Woodrow","Amabile, Benavidez, Bernett, Boesenecker, Cutter, Duran, Esgar, Froelich, Herod, Hooton, Kennedy, Kipp, Lindsay, Lontine, Michaelson Jenet, Ricks, Weissman, McCormick, Valdez A.",Gonzales,,"Buckner, Hansen, Lee, Rodriguez, Story, Zenzinger"
HB22-1132,Regulation & Services For Wildfire Mitigation,"Holtorf, Exum",Ortiz,"Amabile, Bacon, Bernett, Bird, Boesenecker, Esgar, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, McCormick, McLachlan, Titone, Valdez A., Valdez D., Will, Young, Caraveo, Cutter, Lynch, Michaelson Jenet, Woodrow",Liston,,"Cooke, Gardner, Kirkmeyer, Moreno, Pettersen, Rankin, Story"
HB22-1133,Family & Medical Leave Insurance Fund,"Gray, Caraveo",,"Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Ricks, Snyder, Titone, Amabile, Sirota, Valdez A., Woodrow",Winter,,"Buckner, Danielson, Donovan, Fields, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Story, Fenberg"
HB22-1134,Measures To Reduce Use Single-use Meal Accessories,Titone,"Boesenecker, Cutter, Hooton, Lontine, Woodrow, Young",,Priola,,
HB22-1135,Marijuana Transporter License Transfers,"Snyder, Van Winkle",,"Bird, Boesenecker, Gray, Hooton, Titone, Valdez A.","Holbert, Rodriguez",,"Gonzales, Jaquez Lewis, Kolker, Moreno"
HB22-1136,Ultrasound Video Demonstration In Sex Ed,Pico,,,,,
HB22-1137,HOA Board Accountability & Transparency,"Ricks, Bradfield",,"Bacon, Bernett, Boesenecker, Duran, Exum, Hooton, Jodeh, Kipp, Lindsay, Lontine, Titone","Gonzales, Coleman",,"Bridges, Buckner, Donovan, Hinrichsen, Jaquez Lewis, Moreno, Sonnenberg, Story"
HB22-1138,Reduce Employee Single-occupancy Vehicle Trips,"Gray, Herod",,,"Winter, Hansen",,
HB22-1139,HOAs Cannot Regulate Use Of Public Rights-of-way,"Geitner, Hooton",,"Bernett, Gray, Lindsay, Mullica, Valdez A., Lontine, Sandridge, Titone","Bridges, Hisey",,"Buckner, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Moreno, Sonnenberg, Story"
HB22-1140,Green Hydrogen To Meet Pollution Reduction Goals,"Valdez D., Woog",,,,,
HB22-1141,Nuisance Suits Agricultural Operations,Holtorf,,,Sonnenberg,,
HB22-1142,Alcohol Beverages Extended Service Hours Permit,Snyder,,,,,
HB22-1143,State Auxiliary Services Program,Bradfield,"Herod, Michaelson Jenet, Van Beber",,Ginal,,
HB22-1144,Naturally Acquired Immunity COVID-19,Baisley,,,,,
HB22-1145,Possess Large Ammunition Magazine For Competitions,Will,,,,,
HB22-1146,Investment of Public School Fund Study & Report,"Larson, McCluskie","Herod, Kipp","Bernett, Bird, Boesenecker, Duran, Esgar, Exum, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Ricks, Sirota, Titone, Valdez A., Valdez D., Van Beber, Weissman, Woodrow, Young","Lundeen, Kirkmeyer","Bridges, Coleman, Zenzinger","Buckner, Cooke, Coram, Ginal, Holbert, Kolker, Pettersen, Priola, Scott, Simpson, Smallwood, Sonnenberg, Woodward"
HB22-1147,Sheriffs Authority In Relation To Federal Gov,Luck,"Neville, Pelton, Ransom",,,,
HB22-1148,Wildfire Camera Pilot Program,"Catlin, Roberts",,,"Coram, Ginal",,
HB22-1149,Advanced Industry Investment Tax Credit,"Lynch, Bird",,"Bernett, Bockenfeld, Boesenecker, Exum, Hooton, Lindsay, Lontine, McCluskie, Pelton, Snyder, Soper, Titone, Valdez A., Valdez D., Ortiz, Ricks, Roberts","Rankin, Hansen",,"Bridges, Lee, Zenzinger, Fenberg"
HB22-1150,Eliminate Signature Requirement Certain Citations ,"Bockenfeld, Exum",,"Snyder, Gray, Kipp, Lindsay, Ricks","Cooke, Fields",,"Gonzales, Lee"
HB22-1151,Turf Replacement Program,"Catlin, Roberts",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Froelich, Holtorf, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McKean, Michaelson Jenet, Pico, Sirota, Snyder, Soper, Tipper, Titone, Valdez A., Valdez D., Weissman, Will, Woodrow, Young","Bridges, Simpson",,"Buckner, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Winter, Fenberg"
HB22-1152,Prohibit Employer Adverse Action Marijuana Use,Hooton,,,,,
HB22-1153,Affirm Parentage Adoption In Assisted Reproduction,"Tipper, Esgar",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Duran, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Roberts, Sirota, Snyder, Sulliv","Bridges, Moreno",,"Buckner, Coleman, Coram, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Rodriguez, Story, Winter, Zenzinger, Fenberg"
HB22-1154,Colorado Rotary License Plates,"McLachlan, Valdez D.",,"Lindsay, McCormick, Michaelson Jenet, Sandridge, Soper",Coram,,"Liston, Moreno"
HB22-1155,In-state Tuition For CO High School Graduates,"Will, McCluskie",,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCormick, Michaelson Jenet, Ortiz, Roberts, Sirota, Titone, Weissman, Woodrow, Young, Bacon, McLachlan, Mull","Gonzales, Moreno",,"Bridges, Buckner, Coleman, Danielson, Donovan, Fields, Ginal, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rodriguez, Story, Winter, Zenzinger, Fenberg"
HB22-1156,Public Official Reporting Reqmnts Mod,"Kennedy, Williams",,"Duran, Kipp, Lontine, Snyder","Bridges, Gardner",,
HB22-1157,Utilization Of Demographic Data By CDPHE,"McCormick, Titone",Ortiz,"Amabile, Bacon, Benavidez, Bernett, Boesenecker, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Jodeh, Kipp, Lindsay, Lontine, McLachlan, Michaelson Jenet, Mullica, Sirota, Valdez A., Woodrow, Garnett, Herod",Jaquez Lewis,,"Bridges, Buckner, Donovan, Fields, Ginal, Gonzales, Hansen, Lee, Moreno, Winter, Zenzinger, Fenberg"
HB22-1158,Establish Substance Use Counseling Ctr CO Springs,"Sandridge, Snyder",,,,,
HB22-1159,Waste Diversion & Circular Economy Dev Center,Cutter,,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Duran, Exum, Froelich, Hooton, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Ricks, Sirota, Titone, Valdez A., Weissman, Woodrow","Priola, Winter",,"Jaquez Lewis, Lee, Moreno, Story, Fenberg"
HB22-1160,Establishing Family Justice Centers,Tipper,,,,,
HB22-1161,Requiring The Election Of Certain Commissioners,Pico,"Bradfield, Holtorf, Soper, Van Beber, Will",,,"Hisey, Kirkmeyer, Woodward",
HB22-1162,Motor Vehicle Digital Number Plates,"Exum, Van Winkle",,"Gray, Michaelson Jenet, Ricks","Zenzinger, Hisey",,
HB22-1163,State Income Tax Deduction For Medical Expenses,Soper,,,Smallwood,,
HB22-1164,Limit Applications & Consideration For Clemency,Williams,,,,,
HB22-1165,Rule Review Bill,"Snyder, Soper","Herod, Van Winkle","Bacon, Gray, Jodeh","Lee, Gardner","Buckner, Cooke, Rodriguez",Gonzales
HB22-1166,Incentives Promote CO Timber Industry,"Lynch, Weissman",,,"Rankin, Woodward",,
HB22-1167,Temporary Proxy Medical Decision-makers,Bradfield,,,,,
HB22-1168,Public School Hunter Education 7th Grade Course,"McKean, Mullica","Bockenfeld, Bradfield, Catlin, Geitner, Gray, Holtorf, Lynch, Pelton, Pico, Ransom, Rich, Roberts, Van Beber, Will, Woog","Baisley, Bird, Carver, Duran, Esgar, Lontine, Luck, McCluskie, Ricks, Sandridge, Snyder, Valdez D., Bernett, Lindsay, McLachlan, Soper, Woodrow","Woodward, Ginal",,"Bridges, Cooke, Donovan, Gardner, Hinrichsen, Hisey, Holbert, Kirkmeyer, Liston, Lundeen, Priola, Scott, Simpson, Smallwood, Sonnenberg, Winter, Fenberg"
HB22-1169,Prohibit Sexual Act Without Consent,"Michaelson Jenet, Soper",,"Bacon, Bernett, Bird, Boesenecker, Carver, Cutter, Duran, Esgar, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCormick, McLachlan, Mullica, Rich, Roberts, Sirota, Snyder, Tipper, Titone, Valdez A., Valdez D., Weissman, Young, Garnett","Winter, Hisey",,"Bridges, Cooke, Danielson, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Story, Woodward, Zenzinger"
HB22-1170,Dept of Corrections Supp,McCluskie,"Herod, Ransom","Amabile, Gray, Jodeh, Ricks",Moreno,"Hansen, Rankin","Gonzales, Lee, Priola"
HB22-1171,Dept of Education Supp,McCluskie,"Herod, Ransom","Amabile, Bacon, Bernett, Bird, Bockenfeld, Boesenecker, Cutter, Duran, Esgar, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lontine, McLachlan, Michaelson Jenet, Mullica, Ricks, Roberts, Sirota, Snyder, Valdez A., Valdez D., Weissman, Woodrow, Young, Garnett",Moreno,"Hansen, Rankin","Bridges, Buckner, Donovan, Fields, Ginal, Gonzales, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Lee, Lundeen, Pettersen, Priola, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Zenzinger, Garcia"
HB22-1172,"Dept of Gov, Lt Gov, & OSPB Supp",McCluskie,"Herod, Ransom","Duran, Gray, Hooton, Jodeh, Kipp",Moreno,"Hansen, Rankin","Jaquez Lewis, Story"
HB22-1173,Dept of Health Care Policy & Financing Supp,McCluskie,"Herod, Ransom","Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Hooton, Jodeh, Kipp, Lontine, Michaelson Jenet, Mullica, Ricks, Snyder, Titone, Valdez A., Woodrow, Young",Moreno,"Hansen, Rankin","Bridges, Buckner, Fenberg, Fields, Gonzales, Jaquez Lewis, Kolker, Pettersen, Story"
HB22-1174,Department of Higher Education Supplemental,McCluskie,"Herod, Ransom","Amabile, Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kipp, Lindsay, Lontine, Michaelson Jenet, Mullica, Ricks, Roberts, Snyder, Titone, Valdez A., Woodrow, Young, Garnett",Moreno,"Hansen, Rankin","Buckner, Ginal, Gonzales, Pettersen, Story, Zenzinger"
HB22-1175,Dept of Human Services Supp,McCluskie,"Herod, Ransom","Bacon, Bernett, Bird, Boesenecker, Cutter, Esgar, Exum, Gray, Hooton, Kipp, Lindsay, McLachlan, Michaelson Jenet, Snyder, Valdez A., Young",Moreno,"Hansen, Rankin",Gonzales
HB22-1176,Judicial Department Supp,McCluskie,"Herod, Ransom","Bernett, Bird, Duran, Hooton, Jodeh, Lindsay, McLachlan, Ricks, Woodrow",Moreno,"Hansen, Rankin","Gonzales, Lee, Pettersen, Sonnenberg"
HB22-1177,Dept of Natural Resources Supp,McCluskie,"Herod, Ransom","Bacon, Bernett, Bird, Boesenecker, Carver, Cutter, Esgar, Exum, Froelich, Gray, Hooton, Jodeh, Kipp, Lontine, McCormick, McLachlan, Mullica, Rich, Ricks, Roberts, Snyder, Titone, Valdez A., Valdez D., Van Beber, Will, Young",Moreno,"Hansen, Rankin","Ginal, Story, Winter"
